Participant,IT1,IT2,Key,rubric,accuracy,RT
42,f,q,n,0,1,6.291
42,z,z,n,1,0,2.646
42,z,w,m,0,0,2.807
42,u,u,n,1,0,2.827
42,m,m,n,1,0,1.451
42,c,m,m,0,0,2.499
42,m,m,m,1,1,2.515
42,z,t,m,0,0,2.532
42,j,j,m,1,1,6.636
42,g,g,m,1,1,2.764
42,q,q,m,1,1,4.652
42,h,h,m,1,1,3.675
42,i,l,m,0,0,7.684
42,l,j,m,0,0,2.803
42,a,a,m,1,1,2.963
42,x,y,m,0,0,1.868
42,v,v,m,1,1,2.315
42,h,b,m,0,0,2.675
42,m,m,m,1,1,1.828
42,z,l,m,0,0,2.062
42,n,n,m,1,1,1.635
42,d,a,m,0,0,2.019
42,w,z,n,0,1,2.554
42,z,z,m,1,1,3.925
42,b,b,m,1,1,2.837
42,h,h,m,1,1,2.196
42,w,f,m,0,0,2.546
42,h,h,m,1,1,3.423
42,i,e,m,0,0,2.554
42,t,t,m,1,1,2.747
42,k,n,m,0,0,1.835
42,q,q,m,1,1,2.728
42,l,e,m,0,0,2.201
42,t,f,n,0,1,2.339
42,k,t,m,0,0,5.755
42,h,g,n,0,1,8.275
42,h,h,m,1,1,4.357
42,g,g,m,1,1,4.491
42,y,t,m,0,0,2.616
42,d,c,n,0,1,5.137
42,z,z,m,1,1,3.147
42,u,z,n,0,1,3.173
42,o,o,m,1,1,3.827
42,q,q,m,1,1,2.908
42,c,c,m,1,1,3.847
42,j,w,n,0,1,3.352
42,f,f,m,1,1,4.257
42,y,y,m,1,1,3.005
42,j,p,n,0,1,6.235
42,c,p,n,0,1,3.003
42,z,e,n,0,1,3.118
42,u,d,m,0,0,2.699
42,g,g,n,1,0,2.108
42,v,l,n,0,1,1.699
42,q,q,m,1,1,1.87
42,a,l,n,0,1,2.009
42,l,n,n,0,1,3.285
42,f,y,n,0,1,2.52
42,s,s,n,1,0,2.923
42,d,f,m,0,0,6.516
42,g,u,n,0,1,5.187
42,n,p,n,0,1,2.94
43,e,s,n,0,1,4.844
43,u,u,m,1,1,3.592
43,q,q,m,1,1,4.222
43,f,f,m,1,1,3.963
43,h,i,n,0,1,3.429
43,q,q,n,1,0,3.486
43,e,d,n,0,1,5.417
43,w,w,m,1,1,5.003
43,g,p,m,0,0,4.619
43,s,s,m,1,1,4.444
43,y,y,m,1,1,4.163
43,v,v,m,1,1,4.119
43,r,r,m,1,1,3.363
43,f,f,m,1,1,2.997
43,m,m,m,1,1,3.387
43,w,k,n,0,1,3.539
43,y,s,n,0,1,3.739
43,c,c,m,1,1,2.603
43,i,i,n,1,0,3.507
43,l,l,m,1,1,3.307
43,e,e,n,1,0,3.355
43,g,a,n,0,1,3.747
43,p,p,m,1,1,3.872
43,i,r,n,0,1,3.107
43,w,w,n,1,0,3.885
43,t,t,m,1,1,4.131
43,y,h,n,0,1,4.145
43,y,y,m,1,1,4.203
43,r,d,n,0,1,4.691
43,m,r,n,0,1,4.231
43,r,b,n,0,1,4.105
43,i,i,m,1,1,3.717
43,t,g,n,0,1,4.56
43,f,f,m,1,1,6.858
43,y,e,n,0,1,4.771
43,z,g,n,0,1,4.427
43,e,o,n,0,1,7.286
43,y,y,m,1,1,3.571
43,l,b,n,0,1,6.254
43,p,s,n,0,1,4.755
43,y,y,m,1,1,4.39
43,f,r,m,0,0,5.755
43,j,d,m,0,0,4.199
43,d,d,n,1,0,4.787
43,f,z,n,0,1,3.715
43,a,n,n,0,1,4.051
43,d,d,m,1,1,3.687
43,l,k,n,0,1,3.505
43,k,k,m,1,1,3.034
43,r,r,m,1,1,2.603
43,j,j,m,1,1,2.419
43,f,i,n,0,1,2.271
43,c,r,n,0,1,3.169
43,l,l,m,1,1,2.797
43,n,n,m,1,1,3.251
43,e,e,m,1,1,2.731
43,l,l,m,1,1,2.341
43,b,b,m,1,1,2.419
43,t,v,n,0,1,2.42
43,x,f,n,0,1,2.883
43,p,d,n,0,1,3.189
43,c,c,m,1,1,2.329
43,c,o,n,0,1,2.596
43,a,a,m,1,1,2.931
43,e,g,n,0,1,3.206
43,f,f,m,1,1,3.135
43,c,c,m,1,1,3.773
43,x,x,m,1,1,2.766
43,s,s,m,1,1,3
43,o,m,n,0,1,2.771
43,n,q,n,0,1,2.972
43,n,o,n,0,1,2.943
43,l,l,m,1,1,2.835
43,u,u,m,1,1,2.589
43,g,g,m,1,1,2.386
43,f,n,n,0,1,2.779
43,p,p,n,1,0,3.523
43,s,s,n,1,0,4.294
43,r,r,m,1,1,3.698
43,q,y,n,0,1,3.084
43,g,e,n,0,1,3.306
43,o,o,m,1,1,3.63
43,x,x,m,1,1,4.159
43,h,h,m,1,1,4.043
43,m,m,m,1,1,4.011
43,e,e,m,1,1,3.539
43,n,w,n,0,1,3.179
43,k,v,n,0,1,3.716
43,i,i,m,1,1,4.567
43,p,h,n,0,1,3.515
43,s,g,n,0,1,3.232
43,o,o,m,1,1,3.493
43,x,u,n,0,1,3.561
43,y,l,n,0,1,3.926
43,b,b,n,1,0,4.139
43,m,m,m,1,1,4.055
43,w,q,n,0,1,4.329
43,i,i,m,1,1,3.678
43,g,v,n,0,1,3.963
43,a,a,m,1,1,4.181
43,p,j,n,0,1,3.483
43,d,r,n,0,1,3.923
43,q,e,n,0,1,3.791
43,c,i,n,0,1,3.43
43,y,y,m,1,1,3.179
43,h,o,n,0,1,2.892
43,g,g,m,1,1,3.275
43,z,n,m,0,0,3.422
43,n,x,n,0,1,4.69
43,o,o,m,1,1,3.875
43,b,b,m,1,1,3.75
43,j,x,n,0,1,3.596
43,o,o,m,1,1,4.747
43,m,u,n,0,1,4.979
43,i,s,m,0,0,4.391
43,f,f,m,1,1,3.618
43,a,p,n,0,1,2.744
43,p,w,m,0,0,2.643
43,j,n,n,0,1,2.307
43,e,e,m,1,1,2.547
43,w,w,m,1,1,2.195
43,u,u,m,1,1,2.515
43,o,j,n,0,1,2.203
43,t,q,m,0,0,2.552
43,w,m,m,0,0,2.297
43,w,s,n,0,1,1.925
43,z,z,n,1,0,2.427
43,b,z,n,0,1,2.739
43,a,x,n,0,1,2.19
43,s,q,n,0,1,2.051
43,t,t,m,1,1,2.445
43,y,w,n,0,1,2.081
43,f,u,n,0,1,1.883
43,k,b,n,0,1,2.872
43,w,d,n,0,1,3.032
43,j,j,m,1,1,2.208
43,h,x,m,0,0,2.215
43,v,w,m,0,0,2.571
43,s,b,n,0,1,2.163
43,n,f,n,0,1,2.446
43,a,b,m,0,0,2.453
43,d,d,m,1,1,2.443
43,q,q,m,1,1,2.33
43,p,k,n,0,1,2.399
43,s,s,m,1,1,2.243
43,v,o,n,0,1,2.483
43,y,c,n,0,1,2.859
43,x,g,n,0,1,2.676
43,q,o,n,0,1,3.029
43,k,s,n,0,1,2.548
43,u,w,n,0,1,1.795
43,w,l,n,0,1,1.876
43,z,z,n,1,0,2.115
43,t,t,m,1,1,3.108
43,k,k,m,1,1,2.466
43,a,a,m,1,1,1.795
43,e,e,m,1,1,1.963
43,e,w,n,0,1,2.091
43,i,k,n,0,1,2.544
43,t,o,n,0,1,2.067
43,s,o,n,0,1,2.866
43,r,r,m,1,1,2.914
43,l,w,n,0,1,2.9
43,h,h,m,1,1,3.54
43,x,x,n,1,0,2.836
43,p,p,m,1,1,3.008
43,g,g,m,1,1,2.187
43,t,t,m,1,1,2.166
43,u,u,m,1,1,2.035
43,k,g,n,0,1,2.227
43,v,v,m,1,1,2.547
43,p,p,m,1,1,2.323
43,r,w,m,0,0,2.283
43,o,l,n,0,1,2.299
43,t,t,m,1,1,2.403
43,z,c,n,0,1,1.931
43,i,h,m,0,0,2.275
43,f,w,n,0,1,2.123
43,f,g,m,0,0,3.542
43,g,g,m,1,1,3.051
43,z,z,m,1,1,3.049
43,m,p,n,0,1,2.848
43,d,d,n,1,0,2.374
43,x,x,m,1,1,2.201
43,r,l,m,0,0,2.428
43,c,c,m,1,1,2.298
43,j,j,n,1,0,2.005
43,v,h,n,0,1,2.299
43,k,m,m,0,0,2.531
43,s,t,m,0,0,2.411
43,v,v,m,1,1,2.019
43,r,f,m,0,0,2.523
43,a,a,m,1,1,1.641
43,p,p,m,1,1,2.763
43,i,f,n,0,1,3.339
43,b,b,n,1,0,3.483
43,f,l,m,0,0,3.355
43,v,v,m,1,1,3.715
43,h,h,m,1,1,2.43
43,q,v,m,0,0,1.945
43,y,x,m,0,0,1.955
43,m,m,m,1,1,2.404
43,r,r,m,1,1,2.465
43,q,q,m,1,1,2.394
43,w,p,n,0,1,2.385
43,g,m,n,0,1,1.859
43,z,z,m,1,1,2.101
43,b,s,n,0,1,1.812
43,c,c,m,1,1,2.051
43,s,s,m,1,1,2.272
43,v,k,n,0,1,1.97
43,n,n,m,1,1,2.216
43,g,g,m,1,1,2.031
43,n,n,m,1,1,2.095
43,o,q,n,0,1,2.1
43,v,v,m,1,1,2.587
43,u,u,m,1,1,1.911
43,x,n,n,0,1,2.452
43,z,x,m,0,0,2.135
43,w,g,m,0,0,2.123
43,q,q,m,1,1,1.974
43,r,p,n,0,1,2.095
43,e,f,n,0,1,4.339
43,c,d,n,0,1,3.043
43,a,a,m,1,1,2.992
43,b,b,m,1,1,2.987
43,w,w,n,1,0,3.619
43,z,z,n,1,0,3.027
43,j,j,m,1,1,3.763
43,r,t,m,0,0,3.991
43,b,q,n,0,1,3.011
43,y,u,n,0,1,4.185
43,h,h,m,1,1,6.487
43,x,x,m,1,1,4.075
43,u,o,m,0,0,3.859
43,c,t,n,0,1,4.563
43,s,y,n,0,1,3.894
43,m,m,m,1,1,4.077
43,n,n,m,1,1,3.628
43,t,l,m,0,0,4.186
43,y,j,n,0,1,3.572
43,o,f,n,0,1,3.587
43,o,o,m,1,1,2.091
43,w,e,n,0,1,1.979
43,i,v,n,0,1,1.935
43,n,n,m,1,1,2.059
43,k,k,m,1,1,2.188
43,d,d,m,1,1,1.886
43,d,t,n,0,1,1.587
43,w,w,n,1,0,4.547
43,k,k,m,1,1,2.467
43,i,i,m,1,1,3.086
43,b,o,n,0,1,2.531
43,h,h,m,1,1,2.753
43,q,p,m,0,0,2.381
43,j,j,m,1,1,4.873
43,h,u,n,0,1,2.362
43,k,k,m,1,1,7.575
43,l,l,m,1,1,3.611
43,i,x,n,0,1,2.267
44,w,b,m,0,0,3.351
44,u,u,n,1,0,2.047
44,m,x,n,0,1,2.259
44,n,t,m,0,0,2.465
44,c,c,n,1,0,2.462
44,v,d,m,0,0,2.181
44,j,v,n,0,1,2.762
44,v,n,n,0,1,2.929
44,a,v,n,0,1,2.259
44,n,a,n,0,1,2.115
44,a,a,m,1,1,2.655
44,g,g,m,1,1,1.731
44,z,z,m,1,1,3.088
44,y,y,m,1,1,2.513
44,w,i,n,0,1,2.564
44,l,l,m,1,1,2.75
44,x,x,n,1,0,2.707
44,m,m,m,1,1,2.143
44,i,i,m,1,1,2.614
44,n,z,m,0,0,1.715
44,j,g,m,0,0,2.708
44,y,y,n,1,0,1.668
44,s,s,m,1,1,2.512
44,u,p,m,0,0,3.059
44,w,w,n,1,0,1.942
44,q,h,m,0,0,3.291
44,a,i,n,0,1,3.892
44,e,e,m,1,1,2.955
44,i,g,n,0,1,3.116
44,v,t,m,0,0,3.249
44,v,v,m,1,1,2.714
44,c,z,n,0,1,2.427
44,b,b,m,1,1,2.275
44,d,w,n,0,1,2.438
44,w,w,m,1,1,2.538
44,u,u,m,1,1,3
44,p,p,n,1,0,3.363
44,c,c,m,1,1,2.211
44,k,q,n,0,1,2.936
44,x,x,m,1,1,2.08
44,g,g,m,1,1,2.563
44,h,y,n,0,1,3.331
44,g,g,m,1,1,2.116
44,g,g,m,1,1,1.979
44,e,e,n,1,0,2.892
44,b,h,n,0,1,2.882
44,i,z,n,0,1,2.073
44,n,b,n,0,1,3.083
44,v,s,n,0,1,3.044
44,h,h,m,1,1,2.603
44,l,l,m,1,1,2.696
44,l,s,m,0,0,2.878
44,z,z,n,1,0,3.067
44,j,k,n,0,1,1.971
44,k,j,n,0,1,2.875
44,g,h,n,0,1,2.734
44,j,b,n,0,1,3.035
44,g,g,m,1,1,1.835
44,x,x,m,1,1,3.023
44,s,h,n,0,1,2.645
44,i,i,m,1,1,3.443
44,t,k,n,0,1,3.4
44,t,t,m,1,1,2.835
44,x,o,m,0,0,4.351
44,s,m,n,0,1,2.308
44,f,f,m,1,1,2.557
44,u,l,n,0,1,2.112
44,k,k,m,1,1,1.806
44,s,s,m,1,1,2.881
44,j,y,n,0,1,1.731
44,r,n,n,0,1,1.956
44,h,h,m,1,1,2.707
44,n,n,m,1,1,4.523
44,b,b,m,1,1,3.179
44,b,w,n,0,1,2.403
44,x,v,n,0,1,3.505
44,t,s,m,0,0,3.629
44,j,z,n,0,1,2.133
44,m,m,m,1,1,2.171
44,n,n,n,1,0,2.699
44,f,f,m,1,1,1.887
44,y,k,m,0,0,2.747
44,r,r,m,1,1,3.172
44,v,i,n,0,1,3.129
44,x,k,n,0,1,2.419
44,j,a,n,0,1,1.987
44,j,l,n,0,1,2.322
44,q,t,n,0,1,2.761
44,k,l,m,0,0,2.891
44,t,t,m,1,1,2.905
44,a,u,n,0,1,2.862
44,s,j,n,0,1,2.571
44,j,e,n,0,1,4.715
44,k,k,m,1,1,3.09
44,t,i,n,0,1,2.557
44,j,j,n,1,0,2.298
44,d,d,n,1,0,2.875
44,i,i,n,1,0,3.627
44,l,l,m,1,1,2.419
44,e,j,n,0,1,3.476
44,b,b,m,1,1,3.131
44,n,n,m,1,1,2.913
44,l,a,n,0,1,2.373
44,r,i,n,0,1,2.755
44,u,u,m,1,1,3.003
44,s,p,n,0,1,2.691
44,z,m,n,0,1,2.795
44,x,x,m,1,1,3.147
44,j,j,n,1,0,2.964
44,m,v,n,0,1,1.787
44,l,l,m,1,1,1.893
44,a,a,m,1,1,2.363
44,n,n,n,1,0,2.038
44,u,n,m,0,0,3.291
44,c,s,n,0,1,2.251
44,a,a,m,1,1,2.788
44,c,n,n,0,1,1.635
44,d,i,n,0,1,3.171
44,b,f,n,0,1,2.093
44,m,m,m,1,1,1.538
44,k,x,m,0,0,2.827
44,e,e,n,1,0,2.427
44,b,b,n,1,0,2.197
44,d,d,n,1,0,2.762
44,a,a,m,1,1,2.047
44,y,y,m,1,1,2.303
44,z,z,m,1,1,1.983
44,c,k,n,0,1,1.755
44,f,f,m,1,1,1.622
44,m,m,m,1,1,2.168
44,z,u,n,0,1,2.135
44,i,q,n,0,1,1.979
44,g,y,n,0,1,2.338
44,j,j,m,1,1,3.475
44,s,d,n,0,1,2.859
44,k,h,n,0,1,2.395
44,h,h,m,1,1,3.256
44,v,e,n,0,1,3.628
44,w,j,n,0,1,3.632
44,w,w,m,1,1,2.021
44,i,i,m,1,1,3.564
44,s,s,m,1,1,3.075
44,s,s,m,1,1,2.543
44,t,t,n,1,0,2.371
44,u,e,n,0,1,2.759
44,s,w,n,0,1,2.995
44,o,o,m,1,1,2.725
44,o,i,n,0,1,2.273
44,t,m,n,0,1,2.656
44,r,x,n,0,1,2.193
44,v,v,n,1,0,2.739
44,o,o,n,1,0,1.98
44,c,c,m,1,1,2.419
44,x,h,n,0,1,2.587
44,u,i,n,0,1,2.171
44,w,w,m,1,1,2.459
44,f,k,n,0,1,1.987
44,r,r,n,1,0,2.683
44,o,o,m,1,1,1.915
44,d,d,m,1,1,2.899
44,v,v,n,1,0,3.067
44,a,r,n,0,1,2.054
44,f,v,n,0,1,1.738
44,d,d,m,1,1,2.091
44,p,p,n,1,0,1.667
44,q,a,n,0,1,2.436
44,r,a,n,0,1,2.062
44,p,p,n,1,0,2.523
44,r,r,n,1,0,2.101
44,v,p,n,0,1,2.511
44,v,v,n,1,0,3.059
44,y,f,n,0,1,2.283
44,z,d,n,0,1,2.083
44,p,p,m,1,1,1.47
44,t,x,m,0,0,1.633
44,z,p,m,0,0,1.907
44,u,t,m,0,0,2.663
44,o,g,n,0,1,2.7
44,k,k,m,1,1,4.42
44,q,q,n,1,0,1.674
44,m,t,n,0,1,2.027
44,w,c,n,0,1,2.011
44,u,u,n,1,0,2.311
44,p,p,m,1,1,3.859
44,q,r,m,0,0,1.68
44,l,u,m,0,0,2.554
44,s,z,n,0,1,4.372
44,c,w,m,0,0,1.803
44,x,w,m,0,0,1.371
44,d,g,m,0,0,1.758
44,x,s,n,0,1,0.944
44,q,q,m,1,1,1.011
44,a,j,n,0,1,1.675
44,q,q,m,1,1,1.451
44,v,c,n,0,1,1.371
44,f,f,m,1,1,1.431
44,w,w,n,1,0,2.328
44,d,d,m,1,1,1.837
44,p,m,n,0,1,1.299
44,e,e,m,1,1,1.417
44,o,o,n,1,0,1.184
44,r,r,m,1,1,1.298
44,j,j,m,1,1,1.322
44,y,g,n,0,1,2.053
44,d,v,m,0,0,2.07
44,h,n,n,0,1,2.097
44,g,x,n,0,1,2.637
44,j,j,m,1,1,2.297
44,k,a,n,0,1,2.061
44,a,a,m,1,1,2.259
44,f,p,m,0,0,1.919
44,f,d,n,0,1,2.207
44,m,h,n,0,1,1.451
44,g,i,m,0,0,1.454
44,n,y,n,0,1,1.747
44,k,w,n,0,1,2.261
44,l,z,n,0,1,2.097
44,q,q,m,1,1,1.493
44,l,l,m,1,1,2.356
44,b,y,n,0,1,1.926
44,k,k,m,1,1,3.035
44,t,t,n,1,0,2.107
44,z,s,m,0,0,2.788
44,z,z,n,1,0,1.875
44,o,o,m,1,1,1.076
44,s,s,n,1,0,1.103
44,u,u,m,1,1,1.159
44,f,f,n,1,0,1.3
44,e,n,m,0,0,1.305
44,c,c,m,1,1,1.419
44,h,h,m,1,1,2.443
44,l,v,n,0,1,1.54
44,i,i,m,1,1,1.515
44,m,m,m,1,1,2.606
44,t,t,n,1,0,1.292
44,r,r,m,1,1,1.951
44,y,y,n,1,0,1.351
44,e,e,m,1,1,1.283
44,q,u,n,0,1,2.268
44,m,w,n,0,1,2.199
44,z,z,n,1,0,2.115
44,y,y,m,1,1,2.475
44,c,c,m,1,1,2.591
44,i,t,n,0,1,1.875
44,k,y,n,0,1,1.851
44,y,p,m,0,0,2.195
44,p,r,m,0,0,3.267
44,h,l,n,0,1,3.092
44,i,p,n,0,1,2.07
44,k,k,n,1,0,2.222
44,p,e,n,0,1,2.417
44,h,h,m,1,1,1.82
44,h,w,m,0,0,2.497
44,n,n,m,1,1,1.493
44,v,v,n,1,0,2.597
44,f,j,n,0,1,2.492
44,x,b,n,0,1,2.156
44,x,x,m,1,1,1.928
44,b,b,m,1,1,1.993
44,q,q,n,1,0,1.59
45,x,x,m,1,1,3.132
45,g,t,m,0,0,2.979
45,d,d,m,1,1,3.627
45,s,l,n,0,1,3.51
45,e,e,m,1,1,2.993
45,i,i,m,1,1,3.059
45,x,a,n,0,1,3.068
45,m,j,n,0,1,3.331
45,f,a,n,0,1,3.571
45,b,b,m,1,1,2.148
45,d,k,n,0,1,2.932
45,l,t,n,0,1,2.668
45,d,h,m,0,0,2.919
45,c,f,n,0,1,2.643
45,c,c,m,1,1,2.754
45,z,p,n,0,1,2.875
45,h,o,n,0,1,2.892
45,c,c,m,1,1,2.702
45,l,l,m,1,1,3.403
45,r,r,m,1,1,3.404
45,o,o,m,1,1,3.427
45,b,b,m,1,1,2.515
45,u,x,m,0,0,3.195
45,p,p,m,1,1,2.995
45,u,e,n,0,1,2.733
45,p,s,n,0,1,3.119
45,g,g,m,1,1,2.748
45,n,w,n,0,1,2.819
45,l,k,n,0,1,3.506
45,o,o,m,1,1,2.912
45,x,q,n,0,1,3.33
45,g,g,m,1,1,2.643
45,b,b,m,1,1,3.304
45,t,v,m,0,0,3.309
45,w,w,m,1,1,3.179
45,j,t,n,0,1,3.34
45,x,x,m,1,1,2.683
45,j,j,m,1,1,3.299
45,k,k,m,1,1,3.634
45,n,n,m,1,1,2.963
45,s,w,n,0,1,2.981
45,r,b,n,0,1,3.055
45,m,m,m,1,1,3.089
45,i,i,m,1,1,2.934
45,v,x,m,0,0,3.491
45,f,f,m,1,1,2.935
45,f,f,m,1,1,3.331
45,n,n,m,1,1,3.532
45,p,p,m,1,1,2.661
45,r,r,m,1,1,3.107
45,w,w,m,1,1,3.563
45,v,v,m,1,1,3.863
45,q,f,n,0,1,2.647
45,z,z,m,1,1,2.814
45,d,d,m,1,1,2.512
45,d,d,m,1,1,3.387
45,i,b,m,0,0,2.179
45,z,z,m,1,1,2.467
45,x,x,m,1,1,2.387
45,j,j,m,1,1,2.242
45,r,r,m,1,1,2.401
45,a,k,n,0,1,2.208
45,d,v,n,0,1,2.756
45,m,e,n,0,1,2.773
45,s,s,n,1,0,2.961
45,l,l,m,1,1,2.58
45,h,g,m,0,0,2.868
45,l,l,m,1,1,1.888
45,o,x,m,0,0,2.355
45,o,w,m,0,0,2.646
45,u,u,m,1,1,2.748
45,v,v,m,1,1,2.227
45,r,z,n,0,1,3.005
45,k,q,n,0,1,2.779
45,m,m,m,1,1,2.747
45,s,z,n,0,1,2.729
45,u,u,n,1,0,3.765
45,a,a,m,1,1,2.275
45,h,n,n,0,1,2.87
45,x,h,n,0,1,2.459
45,z,m,n,0,1,2.86
45,c,z,n,0,1,2.468
45,l,i,n,0,1,2.411
45,h,r,n,0,1,2.939
45,l,l,m,1,1,2.435
45,c,c,m,1,1,2.527
45,v,v,m,1,1,2.555
45,c,c,m,1,1,2.351
45,v,f,n,0,1,1.925
45,k,k,m,1,1,2.678
45,d,s,n,0,1,2.615
45,d,d,m,1,1,3.567
45,z,q,n,0,1,2.926
45,e,e,m,1,1,2.861
45,s,s,n,1,0,3.06
45,s,s,m,1,1,2.943
45,f,f,m,1,1,2.335
45,g,g,m,1,1,2.852
45,y,c,n,0,1,3.148
45,g,g,m,1,1,2.467
45,w,k,n,0,1,2.316
45,b,j,m,0,0,3.108
45,c,c,m,1,1,2.276
45,j,j,n,1,0,3.335
45,a,a,m,1,1,2.165
45,v,d,n,0,1,2.729
45,s,b,n,0,1,2.547
45,p,c,n,0,1,2.288
45,v,w,n,0,1,2.31
45,y,y,m,1,1,2.932
45,j,c,m,0,0,2.499
45,z,i,n,0,1,2.404
45,a,b,m,0,0,2.419
45,e,h,m,0,0,2.836
45,k,k,m,1,1,1.979
45,z,z,m,1,1,3.415
45,g,z,n,0,1,2.035
45,c,b,n,0,1,2.782
45,i,f,n,0,1,2.616
45,e,e,m,1,1,2.643
45,b,b,m,1,1,2.491
45,h,h,m,1,1,2.927
45,r,x,m,0,0,2.747
45,k,k,m,1,1,2.251
45,c,q,n,0,1,2.347
45,e,x,n,0,1,2.102
45,h,e,m,0,0,2.564
45,b,l,m,0,0,2.171
45,p,p,m,1,1,2.332
45,m,m,m,1,1,2.411
45,t,t,m,1,1,3.096
45,u,d,n,0,1,2.132
45,o,o,m,1,1,3.427
45,a,a,m,1,1,1.971
45,z,z,m,1,1,2.355
45,y,y,m,1,1,2.115
45,q,x,m,0,0,2.523
45,p,p,m,1,1,2.484
45,q,q,m,1,1,2.484
45,i,i,m,1,1,2.58
45,i,i,n,1,0,2.524
45,o,l,n,0,1,3.187
45,b,t,n,0,1,2.355
45,z,t,m,0,0,2.618
45,o,u,m,0,0,3.132
45,h,h,m,1,1,2.191
45,n,b,n,0,1,2.261
45,p,p,m,1,1,2.244
45,q,q,m,1,1,2.131
45,v,o,m,0,0,1.948
45,l,n,n,0,1,2.251
45,r,r,m,1,1,2.187
45,v,i,n,0,1,2.052
45,b,p,n,0,1,2.016
45,g,g,n,1,0,2.595
45,u,u,m,1,1,2.251
45,f,l,m,0,0,3.33
45,u,u,m,1,1,2.1
45,m,f,n,0,1,2.923
45,o,q,n,0,1,2.083
45,o,o,m,1,1,2.86
45,u,b,n,0,1,2.539
45,r,o,m,0,0,2.371
45,e,e,m,1,1,2.907
45,f,v,n,0,1,2.093
45,v,v,m,1,1,2.444
45,b,q,n,0,1,2.7
45,w,d,n,0,1,2.067
45,u,u,m,1,1,2.604
45,q,q,n,1,0,2.401
45,o,a,n,0,1,2.659
45,g,r,m,0,0,2.563
45,v,b,n,0,1,2.34
45,r,u,n,0,1,2.806
45,i,i,m,1,1,2.387
45,h,h,n,1,0,2.259
45,d,y,n,0,1,2.252
45,a,z,n,0,1,1.621
45,z,v,n,0,1,2.706
45,b,b,m,1,1,2.859
45,p,r,m,0,0,2.795
45,m,y,n,0,1,2.219
45,b,y,n,0,1,1.783
45,j,j,m,1,1,2.336
45,v,v,m,1,1,2.664
45,x,y,m,0,0,2.634
45,q,q,m,1,1,2.395
45,n,y,n,0,1,2.667
45,j,w,n,0,1,2.987
45,k,m,m,0,0,3.715
45,o,p,m,0,0,2.211
45,e,e,m,1,1,2.671
45,o,n,n,0,1,3.052
45,z,y,m,0,0,3.619
45,x,x,m,1,1,2.075
45,w,w,m,1,1,2.523
45,t,t,m,1,1,2.668
45,w,w,m,1,1,3.533
45,h,h,m,1,1,1.963
45,y,p,m,0,0,1.955
45,t,t,m,1,1,1.955
45,a,n,n,0,1,1.812
45,x,x,m,1,1,2.097
45,m,k,m,0,0,2.307
45,q,g,m,0,0,2.251
45,c,v,n,0,1,2.043
45,t,t,m,1,1,2.531
45,y,y,m,1,1,2.091
45,k,g,n,0,1,2.097
45,d,c,m,0,0,2.145
45,w,w,m,1,1,2.158
45,k,e,n,0,1,2.451
45,r,q,m,0,0,2.635
45,d,d,m,1,1,2.216
45,b,u,n,0,1,2.332
45,k,k,m,1,1,2.76
45,l,l,m,1,1,1.846
45,s,x,n,0,1,2.489
45,y,y,m,1,1,2.559
45,j,j,m,1,1,2.369
45,m,m,m,1,1,2.174
45,p,n,n,0,1,2.251
45,n,n,m,1,1,2.651
45,n,n,m,1,1,2.174
45,v,g,n,0,1,2.208
45,o,t,m,0,0,1.812
45,f,f,m,1,1,2.09
45,y,y,m,1,1,1.707
45,t,t,m,1,1,2.035
45,s,s,m,1,1,2.099
45,a,a,m,1,1,2.419
45,u,a,n,0,1,1.689
45,n,n,m,1,1,2.427
45,t,d,n,0,1,2.123
45,w,s,n,0,1,2.19
45,f,f,m,1,1,2.178
45,z,k,n,0,1,1.875
45,a,a,m,1,1,1.819
45,h,h,m,1,1,2.267
45,r,r,m,1,1,2.135
45,s,h,m,0,0,1.943
45,z,z,m,1,1,2.195
45,x,m,m,0,0,2.086
45,t,l,n,0,1,2.433
45,q,q,m,1,1,1.916
45,o,o,m,1,1,2.018
45,t,n,m,0,0,1.963
45,s,s,m,1,1,2.116
45,n,o,m,0,0,2.024
45,q,w,m,0,0,2.536
45,m,o,m,0,0,2.411
45,u,i,m,0,0,2.346
45,o,e,n,0,1,1.963
45,z,n,m,0,0,2.005
45,q,b,n,0,1,2.382
45,m,m,m,1,1,2.456
45,h,i,m,0,0,2.443
45,x,e,n,0,1,2.093
45,p,v,n,0,1,2.435
45,r,t,n,0,1,2.356
46,p,p,n,1,0,8.371
46,r,z,m,0,0,8.948
46,a,a,m,1,1,7.525
46,h,h,m,1,1,8.925
46,z,z,m,1,1,6.531
46,q,v,m,0,0,7.051
46,i,a,n,0,1,8.324
46,t,n,n,0,1,6.931
46,q,i,n,0,1,7.472
46,r,t,m,0,0,7.444
46,m,t,m,0,0,7.78
46,n,i,n,0,1,5.488
46,z,z,m,1,1,8.28
46,h,h,m,1,1,7.55
46,v,r,n,0,1,5.082
46,n,m,n,0,1,5.74
46,t,r,m,0,0,7.034
46,b,v,n,0,1,4.065
46,y,y,m,1,1,6.828
46,v,v,m,1,1,4.964
46,l,c,n,0,1,5.932
46,u,u,m,1,1,5.891
46,n,n,m,1,1,5.714
46,i,i,m,1,1,5.954
46,i,t,m,0,0,6.977
46,h,h,m,1,1,5.628
46,o,l,n,0,1,6.759
46,t,c,n,0,1,6.028
46,c,c,m,1,1,6.981
46,k,l,m,0,0,6.411
46,q,q,m,1,1,6.836
